,index,neg,neu,pos,rating,title,review
10,19,0.81959504,0.15421613,0.026188858,2,Mindless action film about the mind...,"I could explain the devices that drive the action, but that would take away the jobs of all the archetypes in the film who's job it is to endlessly spout exposition that will explain the nonsensical and unaffecting action you see on the screen.If you think one level of action clichés is enough to rot your brain to a sub-100 IQ level, imagine SEVERAL levels of action clichés, all explained for you in a ""hey this isn't very interesting but we've created a world and have to explain it so we can get back to the gunfights in a dreamworld"".I'd probably put this down as one of the most empty viewing experiences I've ever had in my 40 years of movie-going. I want my money and 120 minutes (I left early) back."
11,20,0.7443513,0.2084204,0.04722816,1,A very sad case of Matrix-wannabe,"Everyone knows no matter how absurd it is, a dream is as real as (sometimes more so than) reality. Instead of taking advantage of this (lack of creativity? too scared?), the film confines itself to mirroring reality in every way - be it time, space, surroundings, physicality, ideas, or behaviours. Under the incoherent, made-up-as-we-go logic, the film is but a low-grade action film in a sci-fi disguise. The story line is laughably childish, the music is over dramatic and there's zero character development. It's a shame to see Ellen Page and Michael Caine's talent abused in this dribble. It's such a pity, really. In the right hand the same material could flourish and treat us to mind-blowing wonders and imaginations. Christopher Nolan has missed the point completely: dreams can be absolutely anything. Anything! We want to see rules bent and physics defied. But instead we were given the action sequence and plot from a 70s B movie. Entertainment-wise it's not that bad a film (admittedly there are far worse action films around), probably 2.5 stars if you leave your brain outside the theatre. But given the current unjustified high rating, I have to give it a super low one to tip the balance."
12,21,0.92870814,0.063862756,0.0074289804,1,Glad I woke up,"Apart from being a boring and absolutely stupid movie, there are some other points that bother me. 1) Both this movie and TDK got up to the top 5 of IMDb without any evident reason, which makes me suspect there is a ring of ""paid"" contributors bringing the movie up. Once it is off the cinema, it will start dropping, as ""real"" people give the votes and not the dream-reviewers. 2) I actually believe in the perspective of the dead wife; the whole reality is ultimately a dream and a creation of our own consciousness. What bothers me is how my subconsciousness could create such a crappy and meaningless movie."
13,22,0.63546675,0.280614,0.08391915,1,"I wasn't alone in hating this film from its...well, inception","It is unbelievable that this film has received such accolades by reviewers. It is as if the film itself is trying to practise in real life its own concept: planting in the viewer's mind from the inception that it has extraordinary merit. This must be the ultimate film business gambit and possibly the most daring ever tried in film promotion history. Surrounded by mind-numbing images and eleven-dimensional sound you are told a hundred times every minute what a great film you are viewing. Just look at the audience when you go to see it (as I am sure you will): they looked bored and perplexed but have arranged their faces in expressions of seeming appreciation in fear of being thought of as square, to use and old beatnik term. This would be the dullest film I have ever seen, almost anyway, and everyone I spoke to - even strangers - after the showing said that from its INCEPTION they could hardly wait for it to finish. Money has scaled new heights of desperation to be made. Shame on all the actors who contributed to this disgraceful exercise in megalomaniacal money-making!"
14,23,0.5592714,0.33455288,0.10617573,1,Rather primitive,"Well, it's of course not 1 out of 10, more like 4, but in the light of current rating 9 out of 10 and climbing I'd give it a negative number. Please, please, please ignore its IMDb rating - it's becoming more and more meaningless. The idea for the plot is actually pretty interesting and some scenes are original but that's pretty much it. Each and every character is one-dimensional and shallow, the political setting is such a cliché and ending is easily predictable. There is a lot of stupid and unneeded chasing and shooting, punching and kicking, very much like in cheap Chinese movies. Which is fine in itself if all that you expect is an action movie, but if you expect something more memorable, then just skip it in theatres and rent a DVD in a few months. While watching such movies there is feeling that it's made like a puzzle from predefined pieces. Each piece was seen million of times before and the whole does not add anything on its own. I wholeheartedly agree that shooting a movie is not easy, and nobody can probably generate enough fresh ideas to produce a masterpiece each time. This time Nolan produced a mediocre result, let's wish him next time to make less primitive and more interesting show."
15,24,0.012647564,0.09684538,0.8905069,10,After DI Caprio' magic with SCORCESE...It's time 2 see the pairing of 2 BRIILIANT people with a completely different piece of A MASTERPIECE....,"When i see any upcoming NOLAN films, i cannot hold my nerves together...Starting from the sheer brilliance of MEMENTO,THE PRESTIGE,THE DARK KNIGHT n all perhaps he is the most talented and thought innovative director in Hollywood..In other words, unless u see a NOLAN film till the climax , u cant't predict it's ending n that's what i like about him...He simply keeps puzzling the past and the present in perhaps the most thoughtful way... Coming 2 the film, its another gem of a work by Di Caprio after SHUTTER ISLAND...N wen u have casting like MICHAEL CAINE,ELLEN PAGE,Joseph GORDON- LEVITT etc its surely a must watch..I can assure u that u cant't even leave a single second while watching the film..It's a sci-fi,thriller directed by NOLAN..That says it all... Afterall ""YOUR MIND IS THE SCENE OF THE CRIME""... Frankly speaking a must watch movie without any doubt...."
16,25,0.13756603,0.53437185,0.32806206,7,Gimmicks For Sale,"Brilliant technical wizardry. Heady, at least apparently so. A ride more than a movie but a movie none the less. Chris Nolan is rapidly becoming the director of his generation and I'm longing to find out what is he trying to say. He has established his technical power again and again but if I think of ""Memento"" for instance I remember the gimmick but not what the story was really about. I suspect the same will be said of ""Inception"". I'm not putting down, I'm just wondering. I left the theater full of questions and nobody could actually give me any answers. I'm not talking about the plot but at the way Christopher Nolan chose to tell the story. Leonardo Di Caprio is acquiring some extra gravitas as an adult presence on the screen.Loved Cillian Murphy, I always do. Riveted by Tom Hardy. Enchanted by Marion Cotillard. Amused by Joseph Gordon-Levitt and delighted by Ellen Page. I wonder what Mr Nolan will do for an encore."
17,26,0.4282605,0.3939159,0.17782354,1,Overlong and Overrated,"I don't get all the positive reviews for this movie. I found it overlong and I could not find a reason to care about any of the characters. Technically speaking, there was no true heroic character, as it was a bunch of technologically-advanced criminals and their victims. At several points during the movie I was pleading ""Go home! Go home!"" It had a decent idea but I have to think that Rod Serling (RIP) probably could have done a much better job with this and he would have done it in a shorter time. I really think the writers and producers could have made a tighter film with better and more interesting characters. Christopher Nolan did terrific, terrific work with Batman Begins and The Dark Knight, but this film is unworthy of its success."
18,27,0.71561545,0.22660077,0.05778376,1,Nolan's Ego,"The title pretty much sums the movie up. An absolutely amazing cast and incredible premise was almost wholly pushed to the margin by special effects and ""action"". My hopes were too high. Nolan was clearly out of his depth as far as intellect goes and totally blew the chance to pull off an epic, unprecedented dream heist flick.Dear Nolan, if you're reading this: You can give guns, grenade launchers and C4 to a cast of unknown actors, place them virtually anywhere and have them destroy everything in sight for two hours, and it would have been just as good as this movie.Thanks for ripping me off by luring me in with an allure that promised slick corporate spies engaged in mind games in surreal settings and instead taking it from a promising half-way point into a senseless visceral joyride that was quite literally the cinematic equivalent of van Gogh painting Starry Night then taking a bowie to it and slashing it to ribbons before the paint has a chance to dry.It's painfully clear that you wrote the script to allow you to stroke your ego with the most over-the-top action flick you could cook up. With the money you spent on all the great actors you employed for this, you could have hired a dozen great writers to develop a script that would have actually been worthy of their talent. You sir, simply WASTED it. I actually feel embarrassed for Michael Caine. That such a fine actor was dragged into this crap is sad. You could have just flashed a still photograph of his face for a few frames and it would have sufficed since you don't pause for even a second to develop ANY of the characters except for Cobb and anyone with half a brain was probably wondering WHY character development was so scant in a film that deals so heavily with the subconscious mind. No, I guess a car chase was more important. It's entirely beyond me why you tainted your ego-stroking action flick with a genuinely thought-provoking premise when all the ""smart parts"" flew over the heads of your target audience by a wide berth.tl;dr version: shallow, pseudointellectualist excuse for making an obscene, self-gratifying action flick. I hope to god you get your money's worth if you actually pay to see this garbage."
19,28,0.6519535,0.27023834,0.07780818,1,"Remake of Tarkovsky ""Solaris""","Guys, don't waste your money. This is just a lousy remake of Tarkovsky ""Solaris"" with modern entourage made in Hollywood, camouflaged with some new lines without a philosophical background with some extra bang-bang for the young generation. It's impossible for a youth to understand serious movie and this action-decorated replica probably helps them to see the original masterpiece. Actually, actors' performances are not very strong either, only Marion Cotillard tried to set an equality with her Academy Award prize. FX are interesting, but probably it's the only strong point in the whole film. It's very sad, that Hollywood completely run out of good scripts and this is their last idea how to attract people to a cinema."
20,29,0.8953877,0.08974606,0.014866082,1,"Stupid, dull and frustrating","A mess about ""mind pirates""...or something. They enter peoples minds, bend reality and are hired to help a man to change his dying fathers mind to get control of his estate...but there are OTHER people who are trying to stop them.Wow! What a total disaster! This is one of those movies that make so little sense that people just assume they're not intelligent enough to ""get it"" and fall all over themselves praising it. This movie is not some revolutionary trend setter--does anyone remember ""The Matrix"" from 20 year ago? Also it sets up the rules of what's going on at the beginning. That's fine but they're thrown at you so fast and furious (with NO explanation) that I was totally lost. Then, after establishing the rules, they CHANGE them for no other reason than to confuse the plot and throw viewers off. THEN they introduce new rules when we're well into the movie! That's not clever or intriguing--it's playing with the viewers mind and deliberately making them lost and confused. To make it worse the acting pretty much sucks. Ellen Page is horrendous (and her character is never fully introduced or explained) and Joseph Godron-Levitt sleepwalks through his role. DiCaprio (who I THOUGHT was a good actor) is terrible. He gives yet another performance of a man who's tortured by some dark past and trying to get through it. He's done this many times before (""Revolutionary Road"", ""Shutter Island""). Can't he do anything else? Also when he breaks loose and start yelling I didn't believe it for one second and I couldn't take it seriously. I've seen that before! The admittedly great special effects can't help. I walked out after 90 minutes. The movie is constantly pulling the rug out from under the viewers and I got this smug attitude that the filmmakers were having a fun time playing with the viewers and thinking they were smarter than they actually were. Dull, annoying and very full of itself. Don't bother."
21,30,0.19009085,0.7749501,0.034959126,8,Wait,"Wait, did i just watch this or is it just a dream?"
22,31,0.88063633,0.100820266,0.018543357,1,Deception,"Boring. Overlong. Stupefying. Cheap.It's easy to fool a sheep. Take an idea with great potential and then throw it in a barrel and burn it. Then throw a banal senseless story that barely looks complex, mix it with cheap action and waste over 2 hours of everyones lives. And the sheep rejoice because they think it is intelligent, daring, original and emotional. The truth is sad; it's just another generic Hollywood blockbuster action set in a ,,fantastic'' setting. It insults intelligence and anyone with an IQ > 70 gets it, and the majority praises it for it's emptiness because only that can they understand. These types of movies make me wonder if we really deserved a comet in 2012."
23,33,0.85204417,0.13053268,0.01742322,1,hodge-podge of nothing but c.g.i. effects,"I have just seen the most ridiculous ""movie"" ever made, and I use the term movie quite loosely. Is there no expectation any more that movies should have SOME plot, story, sequentiality, or plausibility, or are they just total indulgences on the part of the director? Rather than watching a compelling, evolving storyline that INVOLVES you and draws you in, instead we witness the work of 18 year-old computer whiz kids in front of their consoles, churning out meaningless, special effects displays. One feels like a bystander on the sidelines, and the experience of watching something like this is both boring and irritating. ""Inception"" is the most confused, convoluted, ridiculous assemblage of scenes ever put on the screen. At one point there were simultaneously 1. shots of people underwater in a van that had just gone off a bridge, 2. men shooting each other with machine-guns while skiing, 3. men fighting each other in a hotel hallway while floating in the air defying gravity, and 4. a scene with Leonardo DiCaprio at his house talking to his wife. The camera kept alternating quickly between each scene, but each one had nothing to do with the other. It was like watching a movie preview, with random, unconnected scenes thrown out in rapid succession, meant only to entice you to see the movie. Not only did scenes bear no connection to one another, they also had no relation to the scenes preceding them, and thus there was absolutely no follow-able story line at all. There was nothing but c.g.i. effects meant, I suppose, to ""entertain"" us. Do movie makers not realize that special effects, in and of themselves, do not hold one's interest if there is no connection between them and some conceivable storyline? You might as well be watching a cartoon. As with a cartoon, unless you're five years old or brain-impaired, you would become bored within five minutes, because there's no ongoing, developing story demanding your attention."
24,34,0.86641186,0.107516736,0.026071299,1,Sooo bad and boring... and stupid and pseudo intellectual,"People must have gone insane!!! I usually don't give my opinion in blogs, forums etc. because it makes me feel like a dog barking in the dark at unknown strangers. And I don't like this registration forms and surveys and other marketing bullshit tools that sites like this are using. But... this film and its absurd rating provoked me so much that I had to brake my principles. I have seen A LOT of movies. Thousands of movies. And I(please forgive my lack of modesty)consider my self an intelligent person. At least a little bit over the average level. And I am mad at this movie and at the 99% of all these people that with their votes made me believe that this movie deserves 148 minutes of my life. No it doesn't deserve even these 50 which I generously gave it... Despite of all its ""layers"", special effects, computer graphics and multimillion dollar budget, this movie is simply a flat, pointless, boring and not even entertaining bullshit. It insults me, because it's made for elementary school kids, uses their language, verbally explains every step like in the mute films of the twenties, and pretends to be a high class entertainment for smart people. Yesterday I watched 4 or 5 European and South American movies. None of them had budget higher than 15 million dollars. Inception doesn't worth even a tenth of the worst of them with its 160 million dollar budget. Apart from the special effects I don't see anything good in it. Acting is bad, dialogue is worse, and entertainment is zero. I was actually forcing myself watching and waiting to see the point of all this... Couldn't bear anymore when my watch showed that 50 minutes have passed. And I love Science Fiction movies. I even from time to time enjoy watching a B rate movies, which make you relax and give you 2 hours of entertainment away from everyday stress. This one just made me checking my watch every 2 minutes to see when it would finally end... Basta!!!Don't waste your time and money!"
25,35,0.7433188,0.2102708,0.04641041,1,Whole Idea stolen - poor directing,"At the end of the movie I was really surprised that someone actually stole the whole plot from ""Paprika"", an anime released in 2006.Nolan shamelessly took story, characters and even scenes from Paprika - which goes way beyond ""inspiration"". Go search for Paprika on the net for yourself.For the dialogues and directing: The first hour was just awful. That old shoe Leonardo and some other soulless characters talking and talking and talking. I just wanted to stand up and shout: SHUT UP AND GIMME A REASON TO WATCH!And after noticing the whole idea was stolen, I really had a hard time not to leave. But I gave it a shot.Nothing changed, three scenes switching all the time: falling car, dude fighting in hotel, a group of Chuck Norrisses fighting in snow. And that for an hour. Whee whee special effects! OK, but special effects should be the cherry on the delicious ice cream, not the ice cream itself.Do yourself a favor and save your time and money. Unless you are into quickly changing scenes and super-mystical-pseudo-deepness with a bullshit ending (which are a lot of people)."
26,36,0.90728176,0.08397545,0.008742816,4,A 4 Masquarading as a 10,"I am astonished by the reviews posted. My only explanation is that this deadly dull movie put everyone else to sleep and they thought they saw a better movie. The performances were very lackluster and the actors all (except for Tom Hardy) looked like they were performing in their sleep.There was no reason for any of the characters to be involved in this plan from a personal motivation reason, and their behaviours were completely arbitrary. Did they get paid for their time or was there some other reason to what they were doing in this scheme with the main character? I felt no connection or empathy for the main character or his motivation. There was no sense of unreality or mystery one would expect in a dream. The action sequences were dull and seemed to be just shooting people because there was a perceived need to have some gun fire. I struggled to stay in the theatre and see it through let alone stay awake."
27,37,0.7074318,0.21194525,0.08062282,1,Overly complicated plot and poor sound editing,The plot was so convoluted that half the audience were scratching their heads and whispering to each other trying to figure it out. Several people walked out early but we stuck it out nearly to the hour and a half mark before we had to leave. Worst movie I've seen in many years and I go nearly every weekend. The only people who would like this movie are drama majors who enjoy debating the deep meaning of every scene over their cappuccinos and scones. There were several lines that were mumbled and the sound was handled so poorly that you couldn't hear what the character was saying. The constant background music was overpowering and eventually gave me a headache. If you love movies skip this one and go see The Sorcerer's Apprentice - much more entertaining.
28,38,0.82147163,0.14131247,0.037215907,1,Best part of the movie was when it ended,"The reviews that call this ""genius"" are just ridiculous. The plot was so overwhelmingly incredulous that even the most open minded movie goer would find this plain brain dead.I love the long mundane reviews of this ""work of art""/""masterpiece"". How much were you fools paid to write such garbage.Half through my son summed it up best when he asked ""dad, is it almost done yet?"" Enough said.3 thumbs down from our group and 8 thumbs down from co-workers.Odd, my own little cross section severely diverges from the reviews in IMDb......hmmmm.."
29,39,0.96203774,0.03323674,0.004725576,1,"Pathetic, boring, long--refund requested","I want my money back. This movie was long, boring, the storyline made no sense and every time you tried to make sense of it they would throw in visual effects that were frankly, pathetic. Do not believe the ""fresh"" reviews. The movie is so overrated and all the characters are so annoying. The ending was predictable and a disappointing. It's not a good sign when people are shrugging at each other or snoring. What a waste--those $200 million could have been spent on our economy. Ugh. Save yourselves! Honestly, the movie is a rip off of a Japanese animation film called Paprika. It also rips off ""Eternal Sunshine of the Spotless Mind"" and the ""Matrix."" You do not relate or even care about the characters. They did so much explaining (they had to) that it was like, just give me the script and I'll read it at home, already. There was so much confusion in the the theater and the smart people left the first 45 mins. I wanted it to get better, for the sake of my wallet, to no avail. This movie is a ""Product"" that did not deliver, so I wish I had the balls to demand my money back."
30,40,0.13072787,0.34817487,0.52109724,7,"A good film, but not as good as the hype","I heard a number of great things about Inception, including from my sister who came out saying it was one of the cleverest and best movies she'd seen. After seeing it for myself, I thought it was a good film, but not as good as I was led to believe. Out of the Christopher Nolan movies I have seen, Inception didn't wow me as much as Memento and The Prestige, and it is one of my least favourites of his so far. Does that mean the film is bad? No, I am just saying I do not think it is Nolan's best as I have heard people say.My main problem with Inception was the lack of emotional attachment, I do understand completely anybody who says it is emotionally cold. Particularly in the characters, they are written and acted well, but not much is done to make us empathise with them and their predicaments. I loved the idea of the story, it was clever and somewhat original and it did start very compelling and intriguing, but as the film progresses it does become rather convoluted and I found myself losing a little interest. Also, the pace is uneven, as the characters became more cold and the story more convoluted, the film really does start to drag until the conclusion where the film does thankfully pick up.Inception despite these faults does have a number of strengths, especially the beautifully crafted production values, dream sequences and effects and Nolan's superb direction. Hans Zimmer's score is incredibly good too, while powerful and haunting it rarely becomes overbearing, while the dialogue is on the whole clever and thought-provoking. The acting is generally very good, both Leonardo DiCaprio, with a more hardened persona which has grown even more, and Ellen Page give strong performances and while Marion Cotillard is underused she is pretty good as well and Cillian Murphy I think gives the best supporting performance as he is superb.Overall, Inception is a generally good film but not as good as it is lauded to be. 7/10 Bethany Cox"
31,41,0.80434334,0.16887516,0.026781516,1,Insipid,"Nolan has made some of the dreariest films in recent memory, but this incomprehensible nonsense takes the cake. While keeping a straight face, actors deliver lines such as ""dreams within dreams is too unstable"" and ""if we get killed we'll be lost in limbo till our brains turn into scrambled egg."" DiCaprio and company supply the ham. This movie tells us that ten hours of real time is equivalent to one week of dream time. That explains why this nightmare of a movie feels like it goes on for two days despite the running time of two and a half hours. And if one falls asleep while watching, the only way to resume one's normal life is to limbo under a totem pole."
32,42,0.9714904,0.024243739,0.0042661694,1,"Should have seen Cats and Dogs instead, that's how bad this is!","Where to begin? Well,the soundtrack is unnecessarily loud, noisy and repetitious and consequently extremely irritating!!!!!!!!! How many times can you crank the big violin sound up? hOW MANY EXCLAMATION POINTS DO YOU NEED? hIT ME OVER THE HEAD SOME MORE!!! pLEASE!!!! I felt it didn't sync with the film at all. God help those folks whose neighbors have surround sound and play this at even normal volume. After 30 minutes of this I'm ready to #*&%#$%%.With regard to the film itself, it's the same 15 minutes of plot over and over and over until you want to throw up! I ""got it"" after the first 30 minutes but apparently this director believes his audience is comprised of morons who enjoy spending 2 1/2 hours watching pointless gun battles and cars crashing. And it appears that his conclusion may be true based on the gushing praise for this over-hyped grade ""C"" movie. Little of this ""special effects"" activity advances the film in a significant way. How boorish! By far one of the worst acclaimed films I've ever seen. I'd rather go to the dentist than sit through this. My biggest regret is I can never regain the time I spent on this utterly silly piece of #$@&*^%*."
