,index,neg,neu,pos,rating,title,review
25,31,0.9671437,0.027677715,0.0051786085,1,"Overrated, poorly acted, and fake",I really really can't stand this movie.  Its completely unrealistic. I can't understand why so many people like this movie. It's not very good. The acting is average at best. All those freaky looking characters distract the viewer.  The storyline is lame. The battle scenes are glaringly fake and not very exciting. This movie is good if you're 2 or 3.
26,32,0.009660338,0.027846312,0.9624935,10,Legendary piece of cinema,"Only seen the original Star Wars films a few times, I tend to forget how great of a magical experience it is! A New Hope is so awesome in so many aspects especially the music and sounds of everything! It's amazing how it was made for it's time I still I don't understand how they did many things. I will admit it has a few bits that are boring but still glorious. Up until a few years ago I didn't see most of the films and I didn't understand the hype now I do in which I'm happy with them all even seen the new ones."
27,34,0.006885653,0.056100678,0.9370136,1,"Ok but certainly not a ""classic""","Star Wars is no better than many of the rest of the sci-fi films that appeared late 70's - mid 80's. The one thing it does have above the others is FANTASTIC special effects and production values - in this sense it was kind of ground breaking for a sci-fi film (though nearly 10 years earlier 2001 was doing much the same).What Star Wars DID do was start the story line for some of the best sci-fi films, and certainly the best sci-fi story line EVER. Without doubt its sequel (Empire) IS one of the best sci-fi films ever - multi-layered and dark story line, fantastic characters and a script that is a cut above the ""boys own"" story that star-wars had."
28,35,0.7339357,0.21812432,0.047939837,1,"Am, this is a hopeless movie","Am, this is a real hopeless movie. It's like this kiddish tale of this big bully takes the precious queen and the little man must guide his fate. Worst special effects yet I don't blame the time it was made in, the worst story, it could have told how the rebels and empire started, disagreement? politics? just couldn't get along with each other? Hopeless, the story is 2 minute essay in the beginning, in a galxy far, far away. Even when I was in year 4 I can think of better story than this hopeless show. I'd prefer other shows and movies like Star Trek or Babylon 5, Star Wars is so hopeless I like Lost In Space better."
29,36,0.7456465,0.21729131,0.0370621,1,"Its a scary world of Gay Robots, Phallic Slugs the ultimate metaphor for aids: The force","We thought wed start with at the beginning with few of the best things from Star Wars A new hope: Sand people attack, The force, Luke's first 'lightsaber', The Milenium Falcon, Han kills 'Greedo', Jabba the 'hut', Men in white plastic armour, Obi wan kenobi, Gay robots, Darth Vader 'Dark Father', The Dagobah system, ""Who's the more foolish: The fool, or the fool who follows him?"", The death star, Wookies.If you agree with our comprehensive list of the 'best' bits of George Lucas' 'Space Opera' we ask simply this: What is wrong with you? Just take a quick glance at the list above: Greedo? Jabba the Hut? Who in their right mind comes up with this stuff? Therefore our argument boils down to this: George Lucas is insane, his films reflect his mental state. Its a scary world of Gay Robots, Phallic Slugs the ultimate metaphor for aids: the force. It's not even as if this insanity is presented through good direction, great acting, stunning music and outstanding CGI, that would be OK. But it just isn't. The weak, clichéd and teenage male sexual fantasy plot provides the rotten structure that the entire saga is based around, its cheesy, poorly written tripe coupled with a sci-fi backdrop. Only in a George Lucas' crazy little world can a line like: ""I used to bullseye womp rats in my T-16 back home"" make any sort of sense. Bad news George it doesn't translate well out of your crazy little head. The hype born from the fact that this mess of a film was another 'first' of its generation continues to boost the movie up to seemingly everyones top ten list, don't believe this hype. Yet again this film is overrated, shockingly bad interstellar faeces."
30,37,0.71037287,0.22876257,0.0608644,1,"no, no, no, no, no, no, NO!","::sigh::I'm just sick to see that Star Wars is in the top 10.  It's a ""fun"" movie, but it's nothing great or astounding.  How can people like a movie where we're supposed to be afraid of some random guy in a black mask?  This movie is not even close to the hype it recieves.  This movie may deserve a top 250 spot, but it would be a very low one.  I think that the only movies deserving a spot above #10 should be deep or thought provoking ones, not movies that have love and lightsabers!The only movie worthy of a #1 spot is American Beauty."
31,38,0.8476067,0.12325458,0.029138621,1,Overrated boring childish nonsense,"This is one of the worst films I've ever seen - and I've seen thousands. If I could give it no stars, I would.It's just a children's fairy tale set in outer space. I can't understand how any adult can like this boring drivel - let alone how millions can claim that it's the best film ever. I watch better films than this every week. This isn't even one of the better sci-fi films: Starship Troopers, The Terminator and Terminator 2 are much better."
32,39,0.86361825,0.116913565,0.01946816,1,"Our boring, boring, galaxy","I can't see how any adult could sit through this mixed bag of Sesame looking,and Sesame named,characters. I took my kids to see this boring, boring, movie in it's debut. 10 min into the movie I realized, this movie is meant for the 10 to 15 year old mentality as are most of today's movies. Special explosive effects, stupid unpronounceable character names is the ticket for the Oscar, no need for a story. Although,this movie had a story that no kid or adult could understand . Then when you start remaking the movie dozens of times over like Jaws 15, Rocky 85, the Harry Potter series,and even the God Father 3 it destroys the original movie they start to look like all our cable re run movies. All those Star Wars chronicles are just a reminder of today's adolescent movie mentality. I fell asleep during the first movie and my kids 8 and 12 could not tell me what is was about. I tried again to watch it a few years later but couldn't make to the end it was like I was being put through a KGB torture interrogation. Sorry Star War fans but I'm on to TCM to watch an adult flick I'll leave the Stars War series to the kiddies and the Star Trek fans."
33,40,0.023249276,0.095528655,0.88122195,10,A milestone in film-making- a superlative sci-fi movie,"I couldn't have asked for anything more. Star Wars: A New Hope had it all. If I had to sum it up in one word, superlative would be my answer. I saw the film for the first time three months ago and loved it, and since then I have watched all the Star Wars movies. I was disappointed with the prequels (Attack of the Clones was my least favourite), but this, Return of the Jedi and Empire Strikes Back were perfection.I have to say that the film looks absolutely amazing even after thirty plus years, with highly imaginative sets and dazzling special effects. And the action sequences were superbly choreographed and brisk, the Death Star climax was a knockout. The music by John Williams is absolutely outstanding, by far one of his more exciting and rousing scores. The story is fast-paced, intelligent and has an essence of sophistication, and the screenplay is sharp and decisive.And the performances were flawless. In the prequels I had problems relating to some of the performers, namely Hayden Christensen as Anakin. Here, all the actors played their parts with superlative skill. Alec Guiness, one fine actor and will be sorely missed was a standout, likewise with Peter Cushing and Harrison Ford(hilarious here). Carrie Fisher was a fine Princess Leia, spunky, beautiful and sexy, and Mark Hamill was a completely likable Luke. And the villain Darth Vader, without doubt one of the best and in-depth villains in cinematic history, and James Earl Jones's deep booming voice was perfect for the character.All in all, a definite sci-fi classic, that blew me away. 10/10 Bethany Cox"
34,41,0.6782673,0.25570074,0.06603195,1,utter rubbish,"being , as i am , a fan of classics such as the seminal Howard the duck and the outright classic water-world(surely Kevin Costner's finest hour) i was thoroughly disappointed on viewing the so called classic that is the messed up patchwork disaster that is star Wars episode 4. Just one example of this dire movies trademark is the 40 second panning technique, which everyone knows, when used in the wrong context (not too mention poor lighting) only drags the film into anti-climatic sequences with little reward for the viewers patience. the poor use of English grammar is also abundant with the Cookie being most guilty of this crime .... i for one could not understand a word that this thing said , and yet i am supposed to believe that the rest of the cast could as they freely reply with so called humour to his comments. I could comment as to how bad the casting is in much length; for the sake of time i will merely mention just what a terrible choice Harrison ford was. HARRISSON FORD??? why, when there are so many other talented actors out there, delroy lindo for example would have been superb as the swaggering space pirate Han solo. also , who made the crazy decision to replace the voice for Darth Vader to James earl Jones , when anyone who knows anything knows that the Cornish accent is brimming with menace and merely chose to steal proses finest hour. the plot is a complete pile of contrived rubbish as of the like i have never seen in any sci-fi, for instance anyone with only a rudimentary knowledge of alpha based gravitational upper physics would know that the destruction of a planet would have serious ramifications for the Eco system of any star system within at least a billion flighty years (and par secs don't exist). as a closing comment: if you would like to view a truly outstanding piece of sci-fi cinema, with amazing special effects, humour, fantastic action, superb cast and thrilling plot, then i refer you to (the always awesome) ice pirates, starring the charismatic Robert Ulrich (froms TV's Vegas)."
35,42,0.7259498,0.19603655,0.07801362,1,Just a good trash movie,"This is the only movie of the Star Wars series' that I saw, back in 1977. And I just can't understand the hype.The plot is silly and idiot, the characters are shallow and childish, the conception and art direction is ultra-mega-kitsch, the music is cliché, ... well, I admit I don't like this movie.If you like trash movies with all the ""features"" above, this is the ""best"" they can get: a perfect program for mindless couch potatoes. Sure it is very fun. But doesn't deserve all the hype."
36,43,0.97774214,0.01986008,0.0023978527,1,Boring,"So boring I don't even remember what happened, it was like someone was dragging me through a pit of sand for five hours."
37,44,0.01687665,0.1424339,0.8406895,1,Ultimate Common Joe Schmoe movie...,"This movie had it all for Common Joe Schmoe.  It had explosions, high tech special effects, plot twist, and even a comic book style story line.  I can see why so many like this film, it was made for the lowest common denominator.  Don't get me wrong, I thought the film was quite entertaining when I first saw it.  But it seems this film has become more than a entertaining movie with groundbreaking special effects.  To some this was an epiphany.  An enlightening experience.  I can see why an adolescent would find this to be such an experience, but an intelligent, mature person would take this film for what it was, entertaining and a visual treat as well as one of the better action/adventure films out there."
38,45,0.45932573,0.38227358,0.15840076,1,Waaaay overrated,"Whenever I want to get depressed, I take a look at the inflated ratings of ""classics"" like Star Wars or Raiders of the Lost Ark.  I want to enjoy Star Wars as much as everyone else seems to, but I just can't.I don't deny its historical significance or its kickass (for the time) special effects.  I even like Ford's Han Solo (he should've been a *bit* more scummy, though - a little too squeaky clean for a rogue, if you ask me).  But I still can't get that worked up about it.  Sorry."
39,46,0.6855129,0.2531249,0.061362218,1,Overbloated garbage,"I don't really know or really even care why this film is considered such a classic. I figure if trash like Titanic is treasured so is Star Wars. It's pretty bad considering it's a remake of Akira Kurosawa's superior The Hidden Fortress. It pushes all the right buttons and tries to sound overdramatic.. When Obie Wankanobe loses, it is supposed to be some sort of holy moment. .I really didn't care.. This movie is not total garbage but just nowhere near the phenomena it deserves.. for me, at best it deserves 2 stars or a 4 out of 10"
40,47,0.35654706,0.41263014,0.2308229,1,Second Best in the Series,"While many people are obviously nuts about SW (I hear the line's already begun at the Chinese Theater in LA) but I just view it as once again, a series with high hopes and mostly good intentions. Unlike things like JAWS and Indiana Jones, it ages better than other films and retains its sense of ""coolness"" after all these years. Ok, to be honest, the last two films so far have sucked, let's hope Lucas gets it right with ""Attack of the Fools"". Come what may--no pun intended--I don't think we'll see Episodes 7, 8, and 9. Apparently we'll have to make due with the 99 cent novels for that excitement."
41,48,0.7959221,0.16855305,0.035524826,1,garbage well and truly,"Honestly for crap like this I wish there was a 0 option for rating. It's a contemptuous fantasy about the ""great empire"". Garbage. Call it glamorizing the military. No wonder so many people don't have trouble with the Iraq War (or any other) for that matter-they get their ideas on war from 'Star Wars'-from Hollywood, ne'er a battered or bloodied body in sight and no impact beyond the tediousness of the good vs. evil battle. The special effects are unsophisticated, the acting non-existent. A formula movie made with the absolute minimum of skill. This is a movie that's success speaks like no other about money, advertising,media saturation and POWER. And a small aside to the adults, acting like kids still praising this rubbish-GROW UP"
42,49,0.71433973,0.23429327,0.051367026,1,head 'em off at the pass,"So-so B-movie western. I like the midgets in the silver and gold plastic suits, but I didn't they had plastic suits in the 19th century. The funny looking Indians were amusing sometimes, but why was the epidemic that gave them all such bad complexions never explained? The big calvary fort on the black mountain looked kinda weird, and the general in the black outfit - I take it he had asthma? - Well, I confess I didn't find him very scary, but I'll admit the deeply spiritual nature of the character.Yes, this is one of the most profoundly religious of all cowboy movies; but I'm not sure I want religion from a cowboy movie! Oh, the hero is such a wuss! I've heard more tolerable whining from Neighbors' Gomer Pyle! - who would have been perfect in the Harrison Ford role.no, I'd have to say this is one of the more disappointing sage-brush epics ever filmed - What? It's not a Western? It's science fiction? You gotta be joking! In that case give it a zilch and get rid of it!"
43,50,0.010216213,0.09469002,0.8950938,1,Good but over-rated.,"Frankly, I think ""Star wars"" is a great movie.  It was in a way the first of its kind and was very impressive.  However, I also believe that many people are turning this movie into one of the best of all-time for nothing. I don't remember having been hit by anything surprising except for the fact that everything was in space and that people lived in battle ships.  If you ask me, I think ""The return of the Jedi"" was the best of the trilogy (I don't include the one that came out recently since I haven't seen it). However, I won't deny the fact that there is an incredible lot of imagination contained in this classic and that one of the reasons I probably enjoyed ""The return of the Jedi"" the most is because of some of the questions that remain unanswered and are answered in the sequel or the third.  Some of the best scenes of the trilogy are in my opinion held in the first and if George Lucas hadn't invented the story that Darth Vader is Luke Skywalker's father, ""The Empire strikes back"" and ""The return of the Jedi"" probably would not have been as good as the are.  So all in all, ""Star wars"" is still the best of the trilogy and is a real must-see."
