,index,neg,neu,pos,rating,title,review
10,19,0.0037075146,0.02311449,0.97317797,10,Mankind Achievement,THIS IS A MANKIND ACHIEVEMENT.THE BEST MOVIE EVER MADE.IS ANYONE HAS DOUBT?
11,20,0.0021782492,0.008243244,0.98957837,10,The best film I have ever seen,All is amazing. I can't describe anything. It's a film that leads you to think about yourself and your plans in your life. I am a real series/movies' lover and... This was awesome.
12,21,0.034018014,0.16487576,0.80110615,10,Out of this world,"A lot has been said and written about Interstellar. You can obviously take apart any movie that is out there. You'll either love this one or you won't. I kind of would have loved to have watched this on an IMAX screen, the sheer scope of the whole thing. It's just amazing, what Nolan has put on screen here. It's not only the visual experience (there is no 3D here by the way), it's the story/ride you take with it. It might be clear to some earlier than to others, where it's heading (no pun intended), but it doesn't change the fact that it's beautiful ... and terrifying at the same time.Going out and saying this will be considered a classic, might not be too far stretched, but you still can never predict those things. The deserved love the movie gets on IMDb and other places would be an indicator that this will ring true though. The acting is really good, but I can understand if some people have issues with the ending. But the movie had to end in one way or another. It's the best possible way this could go, even if it's not in our grasps just yet ..."
13,22,0.9384165,0.053416334,0.008167119,1,"Long, dull and WAY overpraised","A simple farm guy named Copper (Matthew McConaughey) and a few other experts go into outer space to explore other worlds that might sustain human life. It seems that that life on Earth might not survive due to to some unexplained environmental disaster. Naturally nothing goes right.WAY overpraised and terrible sci-fi movie. When I heard the plot from this I expected the worst. Writer/director Christopher Nolan has never been a favorite for me--I HATE what he did to Batman in his movie trilogy. I thought that he as trying to imitate Stanley Kubrick (""2001"") here but it's far worse--he's doing Steven Spielberg! The movie runs WAY too long (165 minutes) and they're constantly pushing family friendly values in your face. Cooper's non-stop yammering about his daughter got on my nerves instantly. Also that stupid fake southern accent he adopts is immediately annoying. The story is very slow and all the characters are cardboard cutouts you've seen in other movies. The special effects are flawless and there's some beautiful cinematography here but the extreme length and boring story really weigh it down. Any sort of statement they're trying to make on time and life is completely deadened by the script. Also this movie is very manipulative and way too sentimental. They go out of their way to make the audience cry--like at a Spielberg movie. Well I did cry--tears of joy at the end that this was over! Also the gaps in logic and plot holes here are very annoying. I lost track of how many times I rolled my eyes at the dubious ""logic"" served up here. The acting was as good as it could be (I guess) but, at the end, they throw in a surprise guest star (who I won't name). It didn't help because I think he's a terrible actor and this didn't change my mind. I was bored and looked at my watch MANY times while this played. It's boring, obvious and manipulative. Why is this getting so much praise? Skip it."
14,25,0.8242559,0.15046045,0.025283681,2,"Bloated, Self-Absorbed Nonsense","All of the fanboys and girls must have also been in love with ""The Emperor Has No Clothes"" too. This story is thin, the characters are under developed, the emotional and logical shortcuts are ridiculous, Matt Damon is horribly cast and has become a caricature of himself, the set pieces are not inspiring, the music cues try to be bombastic enough to create emotion that simply doesn't exist and the science is a mess. When a self-important filmmaker reaches a level of success where no one will tell them ""no"" anymore, this is what comes of it. The scientific equation that sums up this film is as follows: Nolan + Interstellar = Lucas/Spielberg + Crystal Skull. A completely unremarkable and forgettable film. The Emperor truly has no clothes."
15,26,0.88790387,0.09788378,0.01421224,1,What a Waste of Space,"This truly is a shocking movie and must rank as the worst sci-fi film I have ever had the misfortune to waste 2.5hrs on.The acting is appalling with some quite amateurish edits. The music drowns out a lot of the dialogue, which is probably just as well considering its triteness. The whole premise of the plot seems to have been cobbled together by the writers after they'd endured an overkill of everything from the Lost in Space TV series of the sixties (though at least that show injected some humour into the proceedings), through to 2001 A Space Odyssey, and the innumerable Star Trek programmes and films.Any movie that casts Michael Caine as a scientific boffin must be struggling for starters. He utters, in one excruciatingly and barely decipherable scene, ""I lied"". Well he certainly didn't act! Anne Hathaway struggles to make any sense of the quite ludicrous script and often appears that she'd rather be undergoing root-canal work, whilst Matthew McConaughey mumbles and fumbles his way through lines he can't quite believe he is expected to say.The continuity is confusing and the 'special effects' only reach mediocre, adding absolutely nothing new in this genre for the viewer.I have watched hundreds of sci-fi films and programmes and do realise that we are expected to suspend belief to a greater extent, which is why a little humour would not have gone amiss - but every character in the movie seemed to be so darn miserable and brimming with angst. This film has no redeeming features whatsoever; one develops no empathy for any of the players, and there were a couple I longed would perish within a few minutes of them being introduced into the storyline (the child who portrays the ten-year old Murphy to name but one).Sorry, but this film is not worthy of wasting over two hours of your precious life on. There again, you are quite entitled to think otherwise...."
16,27,0.5228029,0.37708375,0.10011341,1,One of the most ludicrous films ever made,"Truly one of the most ludicrous films ever made. Virtually every moment of the film comprises a series of linked premises without any one of them having a rational basis. The film depends upon multiple concepts regarding space-time and space travel, most of which the audience is sufficiently familiar with to appreciate the potential story .... BUT ... each one of those is then formulated and entered into the storyline in a way that you cannot suspend belief. The series of presumptions just accumulate one ludicrous outcome after another, just in time to be posted straight into another ludicrous presumption. So what builds is a stack of preposterous situations that can really only be ""resolved"" by yet another, even more ludicrous outcome. This causes the late stages of the film to become so disjointed that the basic premise collapses.Note that the suspension of belief is, of course, fundamental to many films - in Star Trek for example, one suspends belief in accepting that faster than light travel is possible - or falling asleep inside your own dreams is believable, as in Inception - and that's AOK because the rest of the action is consistent. However, the number of presumptions you have swallow in Interstellar, that have no basis in science fiction or reality, strains credulity way past breaking point. One at least has to see a consistency for a film to be acceptable. Notwithstanding these comments, the individual elements are each highly watchable and Nolan does his usual blinding (literally in couple of the shots) best. The environments and space scenes are quite breathtaking. However, watching the film is a cascaded cataclysm of ideas, concepts, half-theories, impossibilities, broken linkages and downright wrongness, that appears on the screen like confetti in a gale. The disappointment is that the cast of actors is sensational, and they do everything they can to make the film a coherent ""reality"" .... but the outcome it to make them look like patsies to a conspiracy ...Possibly the only saving grace is the final 38 seconds - where the original one-line film-pitch made to the money-boys gets played-out ... but it's probably too little, too late"
17,28,0.82010347,0.14193498,0.03796144,1,What a complete and utter waste of money,"This is weird... I love Science Fiction and I love astrophysics, but disliked everything about this movie. The start was extremely slow and it was hard to stay awake. The second half of the movie was somewhat better but felt like a very cheap rip-off of Space 2001. The movie just didn't do it for me at all and the acting was average. I'm totally flabbergasted that the average rating stands at 9 out of 10. Maybe audiences have lost the notion of quality, story-line, plot, acting, and uniqueness - as this movie doesn't have any of it. Ah well, I guess I'll just have to wait for the next SF movie and hope it will be somewhat better, because I am deeply disappointed by Interstellar as I expected so much more from a movie with an estimated budget of $165 million."
18,29,0.00203967,0.0075745033,0.99038607,10,I would rate 11/10,"I hadn't seen this but movie and caught it on a flight back from the DR. 
One of my favorite movies of all time. I would give the first half of the movie an 11/10, just completely enjoyed it as a sci fi/ thriller(in the sense of so much always being on the line). I loved the acting and just yeah, a great movie and one you should go see if you never have"
19,30,0.008559278,0.079458,0.9119827,10,You will love it or hate it,"OK, I've just seen Interstellar and I can tell it's one of those movies that you either love or hate.Personally I loved it and probably I'm going to watch it again to process it a little bit more. It's not a simple movie, maybe that was already clear, is a Nolan's film.Matthew McConaughey does a great job by portraying Cooper. The most touching scenes are those between his character and Mackenzie Foy, who plays the younger version of Murph, Jessica Chastain character. Either it seems to be an ""Outer Space Film"" is more about human relations and how important is for us to be linked with others. Even it's a long movie, 169 minutes, I didn't felt it that long or tedious. The director managed to keep us engaged through the whole film. The experience on IMAX in 70mm film. The image quality perceived was superb, now I get why Christopher Nolan and other directors are fighting to keep film alive. I had the opportunity to watch it at the Chinese theatre and was a great experience, my first time in that theatre. The staff from the theatre even told us that Nolan himself watched several scenes of the movie in that theatre to ""calibrate"" the experience. Which is very cool. Well, I encourage you to go and watch Interstellar to see of you love or hate it."
20,31,0.7414874,0.21771997,0.04079258,5,Not sure what the fuss is about,"Not a terrible movie but not half as good as some reviewers would have you believe. Firstly a lot has been made of you needing a degree in quantum physics to understand the movie. Not so, the premise is exactly the same as his last move 'inception', time moves slower the deeper you go or in this case nearer the event horizon of a black-hole. Don't need to be a genius to understand that.Secondly a lot has been made of his revolutionary mixing of 'dazzling' science fiction and an intimate human story. As for the human story, it's clunky and at times cringe-worthy. It's dull and not particularly well handled with amateurish dialogue characteristic of the Nolan films. If you want to see a movie where the relationship between father and daughter is far better handled watch 'Contact'. As for the science fiction I'd have to say I was disappointed. Parts were very spectacular but I was not impressed by the planet scenes. Iceland yet again and a water planet with shallow seas and massive waves? I was somehow expecting more than this.Overall grossly over-rated by the critics yet go and see it all the same."
21,32,0.635864,0.2932521,0.07088388,1,Don't waste three hours on this - It's totally boring!,"I must echo the sentiments of many of the other negative reviewers. The movie moved into emotional elements of the characters without developing the characters. I felt nothing for the characters, and I REALLY wanted to. There were a few moments when I was interested enough to see how the makers were going to present some of the physics based elements, but nobody/nothing got spaghetta-fied (Neil DeGrasse Tyson's description/term).It is really a love story disguised as a sci-fi fantasy. And not even a very good love story. I was so bored, I fell asleep for about 15 minutes. I felt like just getting up and leaving so many times but I thought maybe if I stayed it would get better. It didn't. I really hoped that the actors starring in the movie could make it better. They tried but it didn't help. Can I get my money back? How many millions of people could they have fed for the money they wasted making this movie? They could make it up to me if they donated the money they made from this movie to feed the poor in this country."
22,33,0.79324675,0.17640741,0.030345684,1,watch if your local pharmacy has run out of nytol.,"it seems that most people write their very first review after seeing the worst film of their lives, or after seeing the best. this is my first, driven to review to give a more honest rating and review than a 9.1.if you want to learn about physics, watch a documentary. if you want to be bored out of your mind for hours on end, then go and see interstellar. lead character mumbles 80% of the time (i thought it was just my hearing after being blasted with noise during the film at first). the use of sound is clever the first time, brash and loud, then deadly silent. but then it quickly becomes over used. scenes are so long and drawn out, this seems like a film a director wanted to make for his own viewing and ego. anne hathaway just looks tearful (you know the scene in snow white when she wandering about the forest scared of everything?) all of the time. I've never walked out of a film, and sadly couldn't this time (i didn't want to disturb the sleeping people around me you see...). if id been on an aisle seat, id have been gone after an hour. its not that the film is 'too clever', its just utterly boring."
23,36,0.037730232,0.15430021,0.8079695,10,Not Just A Class Apart...One of the Best 'Sci-Fi' flicks of all time!,"Bad-ass... is the adjective which I choose to type the first word of this review. As I left the theater I was not only spellbound, but I was also sulking about the fact that the movie had ended.The movie has a slow pace at the beginning, but not really boring. Steady and unique in its nature, I did feel that this movie might end up like last years blockbuster 'Gravity' starring Sandra Bullock and George Clooney. With every minute that passed, I could feel the importance of time, which let my prejudice drain away. With twists and turns, but not brain-spraining at all, it did make emotions come at par with adventure.Great acting by Matthew McConaughey did overshadow Anne Hathaway. With an epic storyline and Nolan's direction Space, Galaxy and the Universe did reach a whole new level.I would love to rate this movie 10 stars without a second thought because it reached the depth of my heart and left me speechless. This movie is not a movie which is meant to be wasted by watching it at your laptop or TV. It's buck worthy and a must watch for all the people who wait for some new serious, touching, heartwarming, adventurous, Science Fiction and Oscar deserving movies of all time. Hat's off to both the Nolans!"
24,37,0.8491979,0.12541631,0.02538581,1,"Tepid, at best","Oh my...Another ""Science Fiction"" film made by those geniuses who never took a science class in life.Interstellar, is a boring slow, plodding condescending type of film that thinks is much more smart than it realty is.Cant't just people go and explore three planets without this melodramatic nonsense? Wouldn't it be much better if all this humanist approach was discarded in favor of a story based on the true adventure of traveling through a wormhole?If people want drama there are a huge number of other (much better) films. If I want to feel bad I will watch Schindler's list... If I want some good Science Fiction I will watch Aliens. Is it that hard for people to get it?This was supposed to be a science fiction adventure, for god's sake. Why do these genius have to butcher what could have been a great film with all this over-bloated sentimentalism, this sacchariny mess? This is yet another proof that the masses are brain dead. They laud anything that is over complicated, with mindless twists, with some sort of stupid revelation as the work of a genius.Interstellar is another extremely over rated film. It rivals Prometheus in stupidity!I'd rather shoot a nail through my foot than ever watching it again..."
25,38,0.004612585,0.06227817,0.93310934,10,The best of all Time,"There is not even a single day I don't think of this movie, it's scenes , it has a profound impact on me and it shall remain with me forever."
26,39,0.052570626,0.21811841,0.72931087,10,A Brilliantly Emotional Journey,"I just returned after seeing ""Interstellar"" again (2nd time) and I can say that my second experience was even more powerful than the first. I'm trying to find the right words to express the thrilling journey that is this film. First I'd like to advice you to try and pay attention to every single line - nothing is said without purpose and everything is somehow connected. It slowly builds up with the beginning to this phenomenal emotional ride and it will not let go until the very end. It will keep you on the edge of your sit - literally -, it will make you cry, it will make you jump, it will completely absorb you. Throughout the course of it I forgot I was in a cinema. I was living every single moment with the characters, feeling what they're feeling. At times, I found myself staring blankly trying to comprehend its complexity - How can this be? Is this really happening? Can it be so epic? The second time I saw it I understood the importance of every single scene and line, I saw more connection, more intricacy and (even) more genius in it. The first time it was grand and overwhelming, it just hit me hard and I couldn't really pay attention to details. The emotional journey part was very important to me; but of course, there are the stunning visuals which contribute immensely and transcend you there, into the action. They were fantastic, superb, simply put, film-making at its finest.This is all, of course, from my point of view - a super sci-fi, fantasy, adventure and all associated genres enthusiast. Although I cannot imagine how one, regardless of their movie preferences, can dislike ""Interstellar"" - it's that good.What I'm obviously saying is GO SEE THIS MOVIE. Expect epicness. It will not disappoint."
27,40,0.8495917,0.12850994,0.021898331,1,"Unwatchable, give me the three hours back","This is a formal request to Matt Damon, Matthew Mccougnehey, Christopher Nolan and the rest of the people behind this movie to give me three hours of my life back.I warn anyone that is considering to watch this movie, Don't. This movie is riddled with plot holes, a storyline that is so formulaic and predictable that it borders on something a 5th grader could have wrote. If you watch the first 20 minutes of the movie, the rest of the movie you will just be waiting for the stuff that you know will happen to happen. There is little room for surprise, and even less room for enjoyment.Adding to this, the visuals in the movie are a huge problem, in watching it I got a headache and motion sickness. So not only was I left with a feeling of wasted time after leaving the cinema, I also felt physically ill. I feel the actors in this movie are all outside their comfort zones, and the acting feels very forced, and it feels like not even the actors in the movie want to be a part of it. I would recommend this movie to anyone that enjoyed ""The Room"" with Tommy Wiseau, or Gigli with Ben Affleck and Jennifer Lopez. Because I think we have a new winner in the unwatchable movie hall of fame: Interstellar."
28,41,0.6695762,0.24753076,0.0828931,1,The best example of a really good advertisement movie in years,"This movie is not a 1 in reality, it's more a 5-6, but i need to make that stupid average rating go down.I couldn't understand why this movie has a 9.0 in IMDb. But now reading the comments here I finally get it, it's good advertisement, the best advertisement that I have seen in many years.This movie will drive you crazy if you know something about astrophysics (or normal physic) and you have seen enough movies in your life. Because there are way too many clichés and too many pseudo-physics, not fake physics like the Disney's films, pseudo-physics like 'ancient aliens' from ""History"" Channel.PS: Sorry for my English."
29,42,0.81284124,0.16774881,0.019409835,3,A cinematic mess!,"This film is an example of having to many irons in the fire and not knowing what to do with them, which results in an over sentimental mess that is called Interstellar. Nolan finally shows clearly his hubris in that he thinks of himself as a cinematic mastermind, in fact he's just a Hollywood pet with cheap tricks. There is nothing wrong in getting the science incorrect, a competent filmmaker manages to work around the incoherence and still create a unified whole, Nolan on the other hand wants us to think that he understands the science behind Interstellar, but he also shows clearly that he doesn't put much trust in the audiences' intellect. This results in an over abundance of exposition which is there just to inform us of how stupid we are. The sentimentality, which is most of the time laughable, doesn't go along with the overall structure of the film because the plot is disorganized. The problem comes from the inability to transform a concept into a film without allowing the audience to interpret what they are seeing - instead Nolan tries to overwhelm us with his elitist vision and it comes out as a mess because he doesn't trust his audience, he's lack of vision doesn't come from him not having a concept but from the inability to mediate that concept through a film, in other words: he is a bad filmmaker."
30,43,0.7410508,0.21704425,0.04190505,3,painful and stupid,"First, about the pain, which is mostly due to the sound. I don't know how many times we're in a rocket ship blasting off somewhere with everything shaking, the cameras jiggling, the astronauts grimacing, and the sound track roaring, screeching, thundering, blasting the eardrums—I really did have to plug my ears by the end of the movie. Add to that the so- called music, which consisted mostly of even higher mountains of noise, mostly produced by a big pipe organ pumping out its gargantuan decibels in the form of a few simple chords—hardly music, merely a musical instrument adding to the overall accumulation of noise. I don't think anybody should be credited with creating ""music"" for this film.As for the stupidity, I was lured into the theatre by publicity claiming that the film had got the science right, or at least the graphic representation of a wormhole and black hole. Well, the graphics may have been right, but they were pretty standard stuff as far as eye candy goes, hardly worth the price of the ticket. What about the science? Maybe it was correct on every point, or on most points, or only on a few points—who knows? Only someone with degrees in quantum mechanics and astrophysics would be able to judge. For the general audience (obviously, the audience the film was aimed at), the science talk came across as sheer gobbledygook. There was no effort to explain the ideas for the public. The jargon was just spat out here and there with the purpose of raising a smokescreen for the current plot point. Very annoying.I wanted to enjoy this film. I hated not liking it, knowing how much money and effort went into making it. But by the time we got to the last 20 minutes or so, I'd had enough and had to fight the urge to walk out. In fact, I did get out of my seat and watched the last 10 minutes or so from the back of the auditorium near the exit door."
31,44,0.008300009,0.028077068,0.9636229,10,a rare 10 out of 10 for me,"What an incredible film, a mesmerizing ride from minute 1 to minute 169. I couldn't believe when it ended that it was already finished; time appeared to go away quickly when watching this in the theater and remember when it ended, I wished there was more of this epic movie.Great directing, great performances, the effects/sets could have been better (I like my detail which unfortunately some scenes/effects lacked) and you got to take a big leap of faith to ignore the obvious paradox. If you do the latter, you will enjoy a Nolan's masterpiece.One of my top ten movies of all time and most likely the best sci-fi I have ever watched."
32,45,0.5348253,0.3660226,0.09915206,1,Untelligible in all senses,"Matthew M mumbles and mumbles. No idea what he's on about. MM is miscast. We need someone who is audible and attractive. It's dusty but the dust doesn't settle on the corn. (No dust cloud follows the pick-up as they plough through the cornfield, chasing a drone.)This is a totally unexplained encounter. The family are so busy watching the drone that they nearly drive over a cliff even though they are on their own land. Perhaps because they are driving the pickup blind, yet fast enough to keep up with a jet-powered drone. Hello???No intelligible explanation for how MM landed the drone, what he found in it, how a groovy pile of dust helped him find the space station nor why they hired him to fly the mission. Why should Michael Caine be the NASA project director - he is hardly an obvious rocket scientist! Why such a bizarre robot? And did it wake them all up before the worm hole - or did I miss how that was to happen in the mumbles.Lo and behold - despite having travelled for months to the wormhole end near Saturn, they find themselves right beside a suitable planet at the other end. But I guess that was the work of ""them"".It is key to the plot, but there is no scientific concept that would make 1 hour on a planet into 7 years. And how come the open sea is paddle-able and a vast tsunami appears? Despite the size of the waves all is immediately calm and they seem to be predictable stuck.Some equally improbable idea was going to solve this problem but I'd lost interest. It is the moment I walked out. The movie to that point was uninteresting, and wholly illogical. I really thought with all the hype, it would be compelling, Instead it was plain irritating.Anne Hathaway was okay. At least we could hear what she was saying! And we could hear everyone else for that matter. Poor miscast good ol' boy Matthew.I have now read the Wikipedia synopsis, which is likewise unintelligible, and am hugely glad that I left - even though I have wasted one hour of the two hours I saved by writing this review!"
33,46,0.0016226809,0.015719866,0.98265743,10,It's one of those movies,"The ones that you still think of weeks even months later. The ones that make you think and leave you breathless. The ones that inspire you to want to change your life after a mere two and a half hours.I watched this movie the first time over a month and a half ago and it still crops up in my mind. The thought of space travel excites me along with countless others and this movie has literally made me rethink my life choices and pushed me into wanting to become an astronaut. As childish as it sounds, its true, because its one of those movies. Interstellar has become my new favourite movie by far.Bravo Nolan what a great human bean"
34,47,0.9305832,0.06110626,0.00831054,1,NASA's version of Sophie's Choice.,"The Plot:In the near future, Earth has been devastated by drought and famine, causing a scarcity in food and extreme changes in climate. When humanity is facing extinction, a mysterious rip in the space-time continuum is discovered, giving mankind the opportunity to widen its lifespan. A group of explorers must travel beyond our solar system in search of a planet that can sustain life. The crew of the Endurance are required to think bigger and go further than any human in history as they embark on an interstellar voyage into the unknown. Coop, the pilot of the Endurance, must decide between seeing his children again and the future of the human race.NASA's version of Sophie's Choice.It's a horrible movie and I am shocked anyone likes it. Firstly, it doesn't get moving until nearly an hour into this crapola. By then most us us have checked out and have no interest.The plot is idiotic and not even marginally based in the realm of scientific possibility.I genuinely hated this movie."
35,48,0.2093004,0.22429098,0.5664087,4,I'm still recovering,"My wife and I love Sci-fi and have been anticipating this movie for months! When we saw the 9.3 review (that's what it is now anyway) we were even more excited. So, off we went to the theater last night ready to be blown away.We almost left the movie, which would be a first.OK, the special effects are great, but the sniveling factor we couldn't stomach. I'm mean seriously, there was someone bawling on the screen nearly 50% of the movie. Many of the lines were so cheesy we look at each other like, ""can you believe this?"" If you like sad drama's, depressing story lines and crying astronauts give it a go. This falls under SciFi, but it really should fall under drama. Ugh, I'm trying to forget it."
36,49,0.50132775,0.3930922,0.10558006,7,"Intellectual, Although Sometimes Flawed Science Fiction","I'm treading on some little used ground. From reading previous user comments, it seems that people give this movie a ten or a one (really?!). While this movie is, at times, a little confusing in the implications of time and space, it is still quite challenging and interesting. Earth is dying. Technology and war are blamed for the current conditions. Apparently, because of some serious dust, crops are slowly being destroyed. Also, the dust presents health hazards. The solution is to find a way to get people to a new place...or...to let the chips fall and send a few into space to inhabit a new planet or asteroid or moon or whatever, and start the whole thing over. A group of people who have maintained NASA (which is now seen as the deceivers of mankind) are building ships to explore the possibilities. The problem has to do with a limited time to manage this because of the laws of relativity. I thought it sort of devolved in a kind of sentimental mess, but the presentation of the problem is worth a viewing. There is some preachiness here which I find a bit hard to take, and a couple stated lessons that an eighth grader would know, let alone these experts. But it did keep my interest. One short criticism: It is way too long."
37,50,0.7649641,0.18765345,0.047382493,1,Awful Film,"The good reviews of Interstellar on IMDb are proof to me that movie studios pay people to post positive reviews of movies. The current IMDb rating is 9.1......no way in hell is that an accurate rating.This movie is awful...period. How could any professional actor read the script for this movie and not be able to tell that it will be a terrible movie?I really would like to say something positive about the film since it has many of my favorite actors in it. The actor list reads like a ""who's who"" of movie stars. But I cannot think of one single positive thing to say about it.Trust me, don't waste 3-hours of your life on this film. You will regret it, just like I do."
