,index,neg,neu,pos,rating,title,review
16,22,0.6690785,0.26649433,0.06442712,1,awful boredom,"movie is only and only for ages between 6-16. anyone with any expectation from cinema should skip this one. a movie for video game addcits. no clear plot. everything is foreseeable. nothing new. just piled on to make a difference. too much of mediocre ends up creating something less then mediocre. pity the time and the money i spent on this usual Hollywood garbage. i think people should wait for it to come on TV. not even worth the DVD or bluray. everyone here with a positive comment has a fantasy world where, super heros are logical. if the movie was shorter maybe i could let myself go, but it is tooooo long brother. telling you skip this one and thank me later."
17,23,0.28102955,0.35069126,0.36827922,1,Crap,"Okay first of all I am not your snooty critic who likes silent movies, artsy stuff. I love the action movies, super hero comics. I loved captain America movie, iron man was good too. However this movie was mindless crap. There were no plot variations, dialog's were comical at best. It was just pointless CGI effects. The villain had absolutely no depth and frankly was brainless. At least change the script a bit, put in some variations in the script and hire actors who have depth in acting. Captain America at least had a decent story line, you could connect with the character, the same with iron man and the same with the spider man series. This one from the start was just mindless violence, aliens blowing up crap. All super hero movies should have a good story line, a villain who can many shades to their character. That's why Dark Knight was so good not only because the script had some meaning(terrorism, seeing the good versus bad in people) and of course Heath ledger amazing rendition of the Joker. I realize this isn't a movie that will win an Oscar and also it's meant to park your brain at home and just enjoy but at least put in some effort instead of just letting computer animation take over. Hollywood is getting lazier by the minute."
18,26,0.1419145,0.34497362,0.5131119,3,They made the HULK into a monkey?!!!,"First of all i'd like to say there really aren't any spoilers because there really isn't a story! It's all eye candy and if there were spoilers i wouldn't mention them here. The hulk in this movie unlike its previous incarnation is modelled on a gorilla, yes king kong! I didn't like that at all, its look, movement and facial expressions. I wanted to see a powerful superhuman not a monkey in a circus ""you'll know what i mean"" lol.The reason I gave my review an extra star is because there were moments where i laughed. It is funny. But this doesn't make up for the weak cliché'd story and forced boring dialogue cut scenes between action sequences.The other star goes to the setting and set designs, which were appreciated.The acting was good but the film's action reminded me of a WWE Royal Rumble match. Can't wait for the DARK KNIGHT RISES! It may raise my IQ.thanks"
19,27,0.87835103,0.10480887,0.016840274,1,pure garbage,"this movie is pure garbage, Scarlet J is a really bad actress, you can take this movie, and leave only the battle scene, and delete the other and it will be OK. you have the same argument that transformers movie.. a cube with powers to control the universe... two sides fighting the good and the evil... the good wins...no surprises... i prefer watchmen. Capitan America is a really weak super hero, boring boring boring, i felt asleep all the first hour of the movie. I want my money back. Also the aliens(soldiers) are not so good... Iron man was OK. Nick fury, regular. The air battleship was useless i really did not understand why they don't sent that huge battleship to fight the aliens..."
20,29,0.064441636,0.25935972,0.67619866,9,Childhood avenged,"I'm not going to spoil anything or get very technical here. I don't usually write reviews. I did so because this movie took me back to my childhood like no other movie did.Sure, it's not intellectually pretentious or groundbreaking from a cinematic or storytelling point of view, but it delivers perfectly.The wit, conflict, adventure, heart and sense of wonder that I once found in my crazy uncle's attic, slumbering inside those weird looking and dusty Marvel Magazines - populated with super-soldiers, handsome flying scientists, Norse gods, green monsters and incredibly hot chicks in black leather - are here.As I grew up, I somehow repressed the idea that there was no such thing as fictional happiness. These characters will never exist, and it sure takes suspension of disbelief to watch them run about. But this movie reminded me of what they made me feel before girls, party nights, college,taxes and other complicated, serious things came along. As the movie ended, I felt overwhelmed by the readjustment to reality as I knew it in my young adult life.I watched this with my 10 year old nephew. I don't know if that makes me the crazy uncle, but it sure was great to be back in that attic, even for a while. I always knew Hulk smashed. Now I know he always will."
21,33,0.6189549,0.27963,0.10141511,3,Even five of the world's most powerful superheroes could't save this movie!,"Did not live up to my expectations AT ALL. For a movie with such hype, it was very long and the picture was very dark. Too many overly dramatic lines, and the buildup music lasted for practically the whole movie. I usually love superhero movies, but this one was a letdown. I don't know why it got such great ratings. The Iron Man, Thor, Hulk, and Captain America movies were more enjoyable on their own. I thought it would be great to see all these heroes come together, but I think it really just lead to so many main characters that the audience didn't get a chance to understand any of them individually. Special effects were great, don't get me wrong, and the 3D was cool, but that wasn't enough to save the movie. Storyline was too stretched out. Underwhelming opening. The movie didn't evoke my emotions (I wasn't scared, sad, excited, relieved when I should have been). A bunch of characters that are interesting on their own plus special effects does not equal a great movie. Overall, I'm disappointed."
22,34,0.5893416,0.32097018,0.0896882,8,Not as great as everyone is making it out to be. A decent - good film,"My message is to vote this film down. This isn't a 8.8 film. I tried so hard to like it and then I realized it was just another blockbuster. Felt like the transformers with a similar end world feel but at least Mr Bay had the decency to bring to life a sense of need as the impending doom looms. Everything was handled in a nonchalant fashion. Sure the Hulk did provide us with entertainment smash smash and that assistant who was playing games was also funny and it didn't feel contrived but for the ..... THIS is not as GOOD as:City of God, Goodfellas, Memento, Se7en, The Usual Suspects, The Silence of the Lambs, American Beauty, Forrest Gump LOTR 1-3, Léon: The Professional etc VOTE IT DOWN | VOTE IT DOWN | VOTE IT DOWN 7.8 - 8.1!!"
23,35,0.013776362,0.16565831,0.82056534,1,My Expectation was more,"After seeing the trailer of the movie and the names and numbers of stars in the movie with a great status as no. 1 top movies and sales of 207 m $ for just the first week with ranking 8.8 i took my family to the theater to watch it , the story is nice but the way it was produced make almost as reading a book with a lot of chatting between main characters . Many other movies like The Dark Night or Iron man 1st movie where great cause of the sum of action but in this movie i think the producer should think a again to use all those stars wisely . The Action part is not shown as any one well expect from a move full of stars of great power and ability."
24,36,0.3050144,0.38765398,0.30733156,9,Some people just love to hate...,"This is the best superhero movie I have ever seen. Full stop. But did you actually read that? Did you get it? This is the best superhero movie I have ever seen.It is about superheroes and it is made with today's technology. Today's technology allows movie makers to design scenes that were technologically impossible before. Any other previous superhero movie I have seen was worse.If you never got into superhero comics then this is not a movie for you.Now back to the summary line. Some (sorry) idiotic reviewers are comparing this movie to: Memento, Blade Runner, Psycho, The Empire Strikes Back, The Matrix, etc. And talking about lack of symbolism, depth, twists, etc. ""This movie doesn't deserve this high rating, etc."" Are you people on drugs?Possible explanations for these 1 star ""punisher"" reviews are: 1 some people just love to hate or 2 they had a bad day or 3 they want to show off their ""expert"" knowledge of ""le cinema"" or 4 they were simply on drugs while watching this movieSo bad news guys: This movie does not have the hyper-realism of ""The Bicycle Thief"", the supreme intrigue of ""Citizen Kane"", the old fashion romance of ""Casablanca"", or the sublime dialogs of ""12 Angry Men"". This is only the best superhero movie I have ever seen.I am 50, I have an engineering degree, my favorite pastime is movies, my favorite genre is Sci-Fi, my favorite movie is Blade Runner and THIS IS STILL THE BEST SUPERHERO COMIC BOOK ADAPTATION I HAVE EVER SEEN (sorry for shouting) and this is why in my review this movie deserves a 9 (not 10 because it is not art).If you want to see an ""artsy"" movie check out ""The Bicycle Thief"" (and take some antidepressants with you). If you want to see what a ""real"" superhero would do see ""Chronicle"" (highly recommended).If you want to see a good comic book adaptation you cannot do any better than this movie"
25,37,0.48454824,0.37582526,0.13962641,5,Averangers,"Meh.In this movie there's everything you expect, just as you expect it: extremely noisy action scenes, a multimillionaire budget flaunted without restraint, superhero brawls, New York invaded by aliens for the 2.735.961th time and the usual Stan Lee cameo.I suppose that's enough to satisfy Marvel zombies.To me, it seems like Mr. Whedon worked alternating the autopilot with the Copy & Paste function. For example, the showdown against Loki's army is basically Transformers 3 final battle with different characters, and a less talented direction.The only real surprises come from humor: I have to admit that comic reliefs are effectively funny. Apart from this, you'll find nothing but cheesy costumes, woody and/or pointless dialogues, tons of derivative spectacularity and a plot that often seems to go nowhere (Black Widow, with all that chatting aimlessly about her past, is particularly confusing).And Thor's hammer is blatantly fake."
26,38,0.7572291,0.20416532,0.038605507,1,Junkiest movie ever,"If you know the story, the only things that will matter will be the special effects. If you don't know the story, the only things that will matter will be the special effects. Why? Well... there is no story, just special effects - lots of them. There is no plot. Nothing makes sense, unless you know the characters' backgrounds ...and if you do, you will think this movie should be at least an hour longer, so the screenwriter could squeeze some actual dialogues in between all the action. If you take away all the eye-candy, this movie would be less than 15 minutes long - major flunk, imo. This is a movie to forget about. After you leave the theater, and talk about some of the scenes people might have enjoyed, it goes into utter oblivion - I'm sure I won't be looking forward to buying this for my DVD/BR collection."
27,39,0.59617484,0.27918908,0.124636054,1,Kids will like it but the story pretty cheezy for adults,"My kids 10 and 7 liked it (although they got fidgety during some of the long over drawn out conversation sequences). I thought it was pretty dumb. I grew up with comic books and still read them but all these live action films just fall flat. First of Captain America's costume is ridiculous. Looks like something from the movies of 20 years ago, cheap materials galore. I'm really surprised to see so many favorable reviews of this movie. The ""comic lines"" in the film mostly by Tony Stark are the cheeziest bunch of dad jokes I've heard. The action scenes are good for the most part but again in today's society someone dressed up like captain America would look like a raving lunatic."
28,40,0.87462664,0.09797717,0.027396262,1,the MOST BORING movie!,"Congratulations! This is THE MOST BORING movie I ever seen in my whole life.I require for a refund. I waste 3 hours and 25$ for this awful movie. Next time please turn off the music so I could sleep as well.----- I waste my time at this movie. At the first time I get up at the middle of the movie and leave the cinema. I've really tried to sleep but the should was too loud, and the movie has no really a plot.The basic plot is simple, alien come to America(as usual) he trying to destroy the world(WOW! surprising!), the army is fail(I think I've already say USUAL?), and they save the world by the power of friendship... BORING!!..So if that's so simple.. why does its take 3 hours?!?!?!!?!?!?!?!?!?!I really can't believe i said it.. but- I REQUIRE FOR A REFUND!"
29,44,0.008293568,0.09982318,0.8918833,8,A new benchmark in action Movies!!!,"Action movies will now have a new leader as Avengers assemble by Marvel raises the bar to an entirely new level.The hype made by Marvel in 2011, by Introducing Thor and Captain America to the audience in quick succession just as a precursor for the Avengers ,is lived up and surpassed with what will be one of the beacons in modern era action movies.The boasted budget of $220m,is well spent for the movie expectedly satisfies you as a visual treat with what i think,one of the best CG effects.Also,this one does deserve a heads up to be watched in 3D, unlike annoyingly many in the recent past.Though,the first half has a few more than necessary scenes shot in the dark,but it gets better as the movie progresses.Though the plot is pretty straight-forward,there are so many characters in the movie to keep you entertained in their very own signature fashion.Each and every character is given nearly equal importance and nobody is left out,which is an effort to appreciate. They have really put a lot of efforts in the new Hulk to bring him up to join the party with others,and Boy! it does pay off exceptionally well.Iron Man's powers are tested to a very new level and being the most skilled avenger,they had to be.He has got some new moves, watch out for them!.I am really starting to like Captain America and the way he handles the situation. The time transitioned character of his, adjusts surprisingly quickly to the new scenario.Black Widow and Hawk-Eye who had brushing references in previous movies are full fledged avengers now, but i wish marvel to bring them up in singles.There are a few much needed subtle humorous moments exercising your jaws sideways in between a lot of fantastically choreographed action scenes keeping them dropped down for most of the time.Bout the cast, Downey Jr. undoubtedly stands out as an actor, with his amazing comic timing and the way he carries the arrogance of Iron-Man. The search for Bruce Banner has ended up giving the most subtle hulk yet,with Mark Ruffalo.The Rest of the cast looks just supportive. Cobie Smulders was supposed to be the eye candy,but Scarlett Johansson steals the show in that aspect, not to mention in her alter-ego superhero moves too.All in all, an awesome summer blockbuster with wholesome entertainment. The Avengers is surely one of the best action movies to watch before you leave this dimension."
30,47,0.9202724,0.070951946,0.008775645,1,Action only film about comic book superheroes uniting,"All I can say is I am stunned that this terrible movie has been given a rating above 2 or 3 by anyone. And to read this film grossed over $600MM makes me lack faith in the movie public. The Avengers has virtually no character development or plot. It basically is non stop chase scenes and things exploding, with an extreme amount of loud noise. I don't think there were more than several quiet, dialog times the entire movie. I kept thinking that the movie would settle down and get to a meaningful story, but it did not happen. I even was watching it in 3D but that did not help. If one wants to go see continual actions stunts and things exploding, then this is the movie for you. I am dismayed that so many people considered seeing this movie, based on the revenues, but then again, I was one of the victims too!"
31,48,0.025441855,0.15919723,0.8153609,10,Simply Perfect,"I can not say anything more about THE AVENGERS; the movie just hit all the right spots and a lot more. It didn't only entertain like how a brainless popcorn movie would; it told a great superhero team story.The characters were written perfectly, the action was spectacular and best of all ever character was a joy to watch. The story had the perfect balance of comedy, action and drama (yes, there's a bit of that too and it's good). It's everything a comic book fan would want out of a comic book adaptation movie.Every member of the Avengers line-up (whether super powered or not) got the right amount of screen time; if you were like me and thought that Iron Man would get accidentally hog the screen because the trailers made the movie look like ""IRON MAN AND FRIENDS,"" your fears will be washed away. Mark Ruffalo also stole the show as Banner/ The Hulk; if you had a few doubts about him playing the character after Edward Norton was left behind, fear not since he does the job well. I can go as far as saying that Ruffalo is the best incarnation of Banner so far. Josh Whedon pulled off the impossible; he wrote and directed a perfect comic book adaptation. He created what I consider the best superhero movie so far. He made THE AVENGERS.To say anything more would be a waste of time. Just go and watch it."
32,50,0.00491027,0.02284999,0.9722396,9,"Action, action, action","I always like comic based movies and this one did not disappoint. Much action, which is why I watch these movies. There were plenty of Hollywood retard thinking (which I wont mention so not to ruin the people that are not bother by it). Many funny moments and again lots of action. I would of also like if there had been full movies or some more back story on some of the characters but overall the movie was fun to watch. Great use of computer graphics and great sound track. In addition, the plot was not rich (which I think is acceptable in action movies).Definitely a great movie for anyone that like action flicks."
33,51,0.030856604,0.17041513,0.7987282,7,"The world loves it, though I still think the original ""Iron Man"", ""Thor"" and ""Captain America"" were my favorites.","At this point, ""The Avengers"" has made around 100 trillion dollars (or so)--and so it's obvious that people love the film. My own daughter went to the premier in New York and then went to it on opening night in general release--and was mad I didn't take her with me tonight to see it! Obviously, she loved the film as well. As for me, I liked it but didn't quite share the overall exuberance for the film. Mind you, I liked it--but I think I preferred the earlier films before the Avengers team was formed. There was a certain charm that I didn't quite see recaptured in the film. Now the film is good--it's just that what I like in these other films I would have liked more of in ""The Avengers"". Specifically, the movie could have used a bit more humor and a bit more character development. When I read the IMDb trivia, it seems that originally the film had about 30 more minutes--all showing Steve Rogers (Captain America) trying to adjust to his new life. I would have LOVED seeing all this--and less of the HUGE battle at the end of the film. For me, it just felt numbing after a while and I would have liked more of the characters when they weren't fighting. Again, however, I DID like the film....but the earlier Marvel/Disney films I liked just a bit better. Just my two cents worth..."
